,assoc,values
0,they buy,russell investments group ltd. increased position udr inc. nyse udr 71.8 third quarter according recent 13f filing securities exchange commission sec .
1,they buy,"piedmont investment advisors llc bought new stake udr 2nd quarter worth approximately 118,000 ."
2,they buy,"american national bank bought new stake udr second quarter valued approximately 130,000 ."
3,they buy,"lourd capital llc bought new stake udr third quarter valued approximately 217,000 ."
4,they buy,"finally caprock group inc. bought new stake udr third quarter valued approximately 219,000 ."
5,they buy,zacks investment research upgraded udr hold rating buy rating set 41.00 price objective company research report wednesday july 25th .
6,they buy,stifel nicolaus boosted price objective udr 40.00 43.00 gave company buy rating research report tuesday september 25th .
7,they buy,finally robert w. baird reiterated buy rating issued 40.00 price objective shares udr research report thursday august 16th .
8,they sell,two research analysts rated stock sell rating eight assigned hold rating seven issued buy rating company stock .
9,they sell,"related news director lynne b. sagalyn sold 4,773 shares company stock transaction occurred monday september 17th ."
10,they sell,"stock sold average price 40.40 total transaction 192,829.20 ."
11,they sell,"also insider jerry a. davis sold 10,000 shares company stock transaction occurred friday august 3rd ."
12,they sell,"shares sold average price 38.75 total value 387,500.00 ."
13,they sell,"last 90 days insiders sold 114,773 shares company stock valued 4,545,229 ."
14,they buy,investors sentiment increased 1.08 q2 2018.
15,they sell,improved 18 investors sold udr inc. shares 113 reduced holdings .
16,they buy,vident advisory lc invested 0.04 portfolio udr inc. nyse udr .
17,they buy,caisse de depot et placement du quebec invested 0.02 udr inc. nyse udr .
18,they buy,ontario canada-based sun life fincl invested 0 udr inc. nyse udr .
19,they buy,"e shaw inc invested 180,684 shares 0.01 stock ."
20,they buy,mitsubishi ufj corp 0.04 invested udr inc. nyse udr .
21,they buy,balyasny asset ltd liability company 0.02 invested udr inc. nyse udr .
22,they sell,"alcock harry g sold 404,500 worth stock 10,000 shares ."
23,they sell,"shares 192,829 sold sagalyn lynne b monday september 17 ."
24,they sell,1.59 million worth udr inc. nyse udr shares sold toomey thomas w .
25,they sell,among 6 analysts covering udr nyse udr 2 buy rating 1 sell 3 hold .
26,they buy,stock underperform rating evercore monday october 22. stock udr inc. nyse udr buy rating given tuesday september 25 stifel nicolaus .
27,they buy,firm sector perform rating rbc capital markets given friday august 10. bank america maintained shares udr report friday june 8 buy rating .
28,they buy,firm buy rating given friday june 1 stifel nicolaus .
29,they buy,22/10/2018 broker evercore old rating in-line new rating underperform downgrade25/09/2018 broker stifel nicolaus old rating buy new rating buy old target 40 new target 43 maintain10/08/2018 broker rbc capital markets old rating sector perform new rating sector perform old target 39 new target 40 maintain02/08/2018 broker citigroup old rating neutral new rating neutral old target 39 new target 40 maintain11/06/2018 broker jefferies rating hold new target 38 initiates coverage on08/06/2018 broker bank america old rating buy new rating buy old target 41 new target 42 maintain01/06/2018 broker stifel nicolaus old rating hold new rating buy old target 41 upgrade stock decreased 2.31 0.92 last trading session reaching 38.95 .
30,they sell,"udr inc. nyse udr insider jerry a. davis sold 10,000 shares firm stock transaction dated monday october 1st ."
31,they sell,"shares sold average price 40.44 total value 404,400.00 ."
32,they buy,"bank montreal bought new stake shares udr second quarter valued approximately 47,089,000 ."
33,they buy,"finally gateway investment advisers llc bought new stake udr second quarter worth 24,293,000 ."
34,they buy,valuengine raised udr hold rating buy rating report wednesday .
35,they sell,issued sell rating stock .
36,they buy,finally stifel nicolaus lifted price target udr 40.00 43.00 gave stock buy rating research note tuesday september 25th .
37,they sell,two equities research analysts rated stock sell rating eight given hold rating seven given buy rating stock .
38,they buy,pensionfund sabic increased stake shares udr 82.7 second quarter .
39,they buy,pensionfund dsm netherlands increased stake shares udr 62.2 second quarter .
40,they sell,"related news vp warren l. troupe sold 40,000 shares firm stock transaction occurred wednesday august 22nd ."
41,they sell,"shares sold average price 39.10 total value 1,564,000.00 ."
42,they sell,"also svp harry g. alcock sold 10,000 shares stock transaction occurred thursday september 13th ."
43,they sell,"stock sold average price 40.45 total transaction 404,500.00 ."
