,assoc,values
0,they sell,remaining 21 divided 19 analyst rating buy strong buy 2 analysts advised investors desist buying accenture plc acn shares sell already .
1,they buy,citigroup upgraded accenture neutral rating buy rating boosted price objective company 161.00 169.00 report wednesday january 16th .
2,they buy,bank america raised accenture neutral rating buy rating set 143.07 target price company research note tuesday january 8th .
3,they buy,valuengine cut accenture buy rating hold rating research note wednesday january 2nd .
4,they sell,one analyst rated stock sell rating seven given hold rating sixteen issued buy rating company .
5,they buy,stock average rating buy consensus target price 173.84 .
6,they sell,"accenture news ceo pierre nanterme sold 37,846 shares company stock transaction occurred monday december 24th ."
7,they sell,"stock sold average price 135.16 total transaction 5,115,265.36 ."
8,they sell,"also insider richard lumb sold 2,000 shares company stock transaction occurred thursday january 17th ."
9,they sell,"shares sold average price 148.48 total value 296,960.00 ."
10,they sell,"last three months insiders sold 61,033 shares company stock valued 8,466,177 ."
11,they buy,calculations show 200 day moving average 159.56 50 day moving average 155.24. currently acn stock trading 4.28 200 day moving average may good opportunity buy .
12,they buy,eagle capital management llc increased holdings accenture 1.5 third quarter .
13,they sell,"related news insider richard lumb sold 2,000 shares stock transaction occurred monday february 11th ."
14,they sell,"shares sold average price 155.88 total value 311,760.00 ."
15,they sell,"also insider jean-marc ollagnier sold 6,165 shares stock transaction occurred monday december 24th ."
16,they sell,"shares sold average price 135.16 total transaction 833,261.40 ."
17,they sell,"insiders sold total 61,033 shares company stock valued 8,466,177 last three months ."
18,they buy,wells fargo co set 165.00 price target shares accenture gave company buy rating report thursday december 20th .
19,they buy,keycorp dropped price target shares accenture 186.00 182.00 set overweight rating stock research note wednesday december 19th .
20,they buy,morgan stanley set 178.00 target price shares accenture gave company buy rating research note friday december 21st .
21,they buy,bank america upgraded shares accenture neutral rating buy rating set 143.07 target price stock research note tuesday january 8th .
22,they buy,finally zacks investment research cut shares accenture buy rating hold rating research note friday december 14th .
23,they sell,one analyst rated stock sell rating seven given hold rating sixteen issued buy rating company stock .
24,they buy,accenture presently consensus rating buy average target price 173.84 .
25,they buy,keycorp restated buy rating set 173.00 price target shares accenture research note friday december 21st .
26,they buy,zacks investment research upgraded accenture hold rating buy rating set 176.00 price target company research note monday december 10th .
27,they buy,bank america upgraded accenture neutral rating buy rating set 143.07 price target company research note tuesday january 8th .
28,they buy,finally morgan stanley set 178.00 price target accenture gave stock buy rating research note friday december 21st .
29,they sell,one equities research analyst rated stock sell rating seven given hold rating sixteen issued buy rating company stock .
30,they buy,stock average rating buy consensus target price 173.84 .
31,they sell,"findlay park partners llp sold 181,613 shares company stock rose 0.38 market ."
32,they buy,stock increased 0.73 1.2 last trading session reaching 166.02 .
33,they sell,negative 55 investors sold acn shares 396 reduced holdings .
34,they buy,chicago equity prtnrs ltd liability corp invested 0.44 accenture plc nyse acn .
35,they buy,"gam ag invested 7,052 shares 0.05 stock ."
36,they buy,next fincl gp inc 0.03 invested accenture plc nyse acn .
37,they buy,first fincl corp invested 0.08 accenture plc nyse acn .
38,they buy,"commonwealth pennsylvania school empls retrmt invested 34,775 shares ."
39,they buy,"also increased holding air prods chems inc nyse apd 196,923 shares quarter total 3.28m shares risen stake hilton worldwide hldgs inc ."
40,they buy,considering key technical indicators 80 buy signal occurred accenture plc nyse acn .
41,they buy,stock also flashing buy barchart trendspotter trading system .
42,they buy,traders hoping speculate acn short-term trajectory know short terms indicators stock averaged 80 buy average daily trading volume past 20 days 1800040 shares .
43,they buy,acn stock overall 1 buy signal considering medium term indicators 50-day average daily volume remained almost 1923712 shares .
44,they buy,also worth noting stock whose average daily volume 100 days prior writing shares 33 buy basis long term indicators .
45,they buy,analysts citigroup upped rating shares accenture plc nyse acn neutral buy opinion released january 16. bofa/merrill analysts bumped recommendation acn stock neutral buy separate flash note investors january 08 .
46,they sell,average consensus rating company 2.1 scale 5 equates unanimous sell rating .
47,they sell,short mean analyst recommendations calling stock sell .
48,they buy,rehmann capital advisory group increased stake accenture 1.2 4th quarter .
49,they buy,south state corp increased stake accenture 0.9 4th quarter .
50,they buy,wealthtrust arizona llc increased stake accenture 25.1 4th quarter .
51,they buy,granite investment advisors llc increased stake accenture 0.3 4th quarter .
52,they buy,finally hanson mcclain inc. increased stake accenture 28.4 4th quarter .
53,they sell,zacks investment research cut accenture hold rating sell rating research note wednesday november 28th .
54,they buy,cantor fitzgerald reissued buy rating issued 193.00 price target shares accenture research note thursday december 13th .
55,they buy,keycorp dropped price target accenture 186.00 182.00 set overweight rating stock research note wednesday december 19th .
56,they sell,one equities research analyst rated stock sell rating seven issued hold rating sixteen issued buy rating company .
57,they buy,accenture currently consensus rating buy consensus price target 173.84 .
