,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,-,"1,747,293","1,194,627","1,300,464"
2,Cost of Revenue,-,"599,001","548,023","580,994"
3,Gross Profit,-,"1,148,292","646,604","719,470"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,-,"94,586","85,633","67,996"
7,Non Recurring,-,-,-,-
8,Others,-,"16,561","68,173","-13,877"
9,Total Operating Expenses,-,"1,783,302","1,755,238","1,399,659"
10,Operating Income or Loss,-,"-36,009","-560,611","-99,195"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,-,"-192,426","-98,988","-88,078"
13,Earnings Before Interest and Taxes,-,"-36,009","-560,611","-99,195"
14,Interest Expense,-,"-82,130","-88,336","-96,911"
15,Income Before Tax,-,"-228,435","-659,599","-187,273"
16,Income Tax Expense,-,"-328,828","-242,475","-73,382"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,-,"100,393","-417,124","-113,891"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,-,"100,393","-417,124","-113,891"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,-,"100,393","-417,124","-113,891"
