,0,1
0,Market Cap (intraday) 5,94.21B
1,Enterprise Value 3,163.68B
2,Trailing P/E ,70.91
3,Forward P/E 1,28.21
4,PEG Ratio (5 yr expected) 1,1.00
5,Price/Sales (ttm),2.16
6,Price/Book (mrq),2.30
7,Enterprise Value/Revenue 3,3.75
8,Enterprise Value/EBITDA 6,10.25
,0,1
0,Fiscal Year Ends ,"Dec 31, 2018"
1,Most Recent Quarter (mrq),"Dec 31, 2018"
,0,1
0,Profit Margin ,2.82%
1,Operating Margin (ttm),12.94%
,0,1
0,Return on Assets (ttm),2.41%
1,Return on Equity (ttm),3.28%
,0,1
0,Revenue (ttm),43.63B
1,Revenue Per Share (ttm),187.79
2,Quarterly Revenue Growth (yoy),5.90%
3,Gross Profit (ttm),24.9B
4,EBITDA ,15.97B
5,Net Income Avi to Common (ttm),1.23B
6,Diluted EPS (ttm),5.22
7,Quarterly Earnings Growth (yoy),-96.90%
,0,1
0,Total Cash (mrq),551M
1,Total Cash Per Share (mrq),2.44
2,Total Debt (mrq),72.83B
3,Total Debt/Equity (mrq),164.50
4,Current Ratio (mrq),0.23
5,Book Value Per Share (mrq),161.01
,0,1
0,Operating Cash Flow (ttm),11.77B
1,Levered Free Cash Flow (ttm),2.32B
,0,1
0,Beta (3Y Monthly) ,1.36
1,52-Week Change 3,35.19%
2,S&P500 52-Week Change 3,10.50%
3,52 Week High 3,370.33
4,52 Week Low 3,259.48
5,50-Day Moving Average 3,355.18
6,200-Day Moving Average 3,326.15
,0,1
0,Avg Vol (3 month) 3,1.26M
1,Avg Vol (10 day) 3,800.65k
2,Shares Outstanding 5,224.97M
3,Float ,148.68M
4,% Held by Insiders 1,28.01%
5,% Held by Institutions 1,78.49%
6,"Shares Short (Apr 15, 2019) 4",8.82M
7,"Short Ratio (Apr 15, 2019) 4",6.72
8,"Short % of Float (Apr 15, 2019) 4",6.92%
9,"Short % of Shares Outstanding (Apr 15, 2019) 4",3.92%
10,"Shares Short (prior month Mar 15, 2019) 4",11.34M
,0,1
0,Forward Annual Dividend Rate 4,N/A
1,Forward Annual Dividend Yield 4,N/A
2,Trailing Annual Dividend Rate 3,N/A
3,Trailing Annual Dividend Yield 3,N/A
4,5 Year Average Dividend Yield 4,N/A
5,Payout Ratio 4,0.00%
6,Dividend Date 3,N/A
7,Ex-Dividend Date 4,N/A
8,Last Split Factor (new per old) 2,1/0
9,Last Split Date 3,"May 18, 2016"
