,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"43,634,000","41,581,000","29,003,000","9,754,000"
2,Cost of Revenue,"18,736,000","18,092,000","12,585,000","4,636,000"
3,Gross Profit,"24,898,000","23,489,000","16,418,000","5,118,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"8,932,000","8,448,000","5,846,000","1,718,000"
7,Non Recurring,-,-,-,-
8,Others,"235,000","235,000","235,000","235,000"
9,Total Operating Expenses,"37,986,000","37,128,000","25,338,000","8,479,000"
10,Operating Income or Loss,"5,648,000","4,453,000","3,665,000","1,275,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-3,962,000","-3,425,000","-2,845,000","-1,606,000"
13,Earnings Before Interest and Taxes,"5,648,000","4,453,000","3,665,000","1,275,000"
14,Interest Expense,"-3,540,000","-3,090,000","-2,499,000","-1,306,000"
15,Income Before Tax,"1,686,000","1,028,000","820,000","-331,000"
16,Income Tax Expense,"180,000","-9,087,000","-2,925,000","-60,000"
17,Minority Interest,"7,987,000","8,447,000","10,227,000","10,227,000"
18,Net Income From Continuing Ops,"1,506,000","10,115,000","3,745,000","-271,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,230,000","9,895,000","3,522,000","-271,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,230,000","9,895,000","3,522,000","-271,000"
