,assoc,values
0,they buy,number research analysts recently weighed cost shares .
1,they buy,valuengine upgraded shares costco wholesale hold rating buy rating research note thursday june 21st .
2,they buy,wells fargo co raised price target shares costco wholesale 220.00 235.00 gave company outperform rating report thursday july 12th .
3,they buy,gordon haskett downgraded shares costco wholesale buy rating accumulate rating report wednesday july 25th .
4,they buy,robert w. baird raised price target shares costco wholesale 215.00 230.00 gave company outperform rating report thursday june 7th .
5,they buy,finally northcoast research downgraded shares costco wholesale buy rating neutral rating report friday july 6th .
6,they buy,ten analysts rated stock hold rating twenty given buy rating company stock .
7,they buy,stock currently consensus rating buy consensus price target 227.20 .
8,they buy,google_ad_client ca-pub-0703139142419429 google_ad_slot 5621244306 google_ad_width 336 google_ad_height 280 c costco wholesale nasdaq cost same-store sales increased 9.2 month august .
9,they buy,costco wholesale stock climbed 0 first full-day trading following news .
10,they sell,"costco wholesale news vp james p. murphy sold 15,000 shares business stock transaction dated monday july 23rd ."
11,they sell,"shares sold average price 219.22 total value 3,288,300.00 ."
12,they buy,"following transaction vice president owns 33,834 shares company valued 7,417,089.48 ."
13,they buy,transaction disclosed filing securities exchange commission available hyperlink .
14,they sell,"also director john w. meisenbach sold 3,000 shares business stock transaction dated monday july 2nd ."
15,they sell,"shares sold average price 208.42 total transaction 625,260.00 ."
16,they buy,"following completion transaction director owns 8,654 shares company valued approximately 1,803,666.68 ."
17,they buy,disclosure sale found .
18,they sell,"insiders sold 24,000 shares company stock valued 5,268,930 last three months ."
19,they buy,0.74 stock currently owned insiders .
20,they buy,shares cost stock traded 1.58 mid-day trading friday reaching 235.50 .
21,they buy,"stock trading volume 39,627 shares compared average volume 1,971,016. costco wholesale 52-week low 154.11 52-week high 245.16 ."
22,they buy,stock market capitalization 102.55 billion price-to-earnings ratio 40.43 peg ratio 2.77 beta 0.95. company current ratio 1.01 quick ratio 0.47 debt-to-equity ratio 0.52 .
23,they buy,business also recently declared quarterly dividend paid friday september 14th .
24,they buy,investors record friday august 31st given dividend 0.57 per share .
25,they buy,represents 2.28 annualized dividend dividend yield 0.97 .
26,they buy,ex-dividend date dividend thursday august 30th .
27,they buy,costco wholesale dividend payout ratio currently 39.18 .
28,they buy,several hedge funds institutional investors recently made changes positions cost .
29,they buy,"hc financial advisors inc. purchased new stake costco wholesale fourth quarter worth 856,000 ."
30,they buy,commerzbank aktiengesellschaft fi grew holdings costco wholesale 240.4 first quarter .
31,they buy,"commerzbank aktiengesellschaft fi owns 14,951 shares retailer stock worth 2,817,000 purchasing additional 10,559 shares period ."
32,they buy,conning inc. grew holdings costco wholesale 5.2 first quarter .
33,they buy,"conning inc. owns 14,712 shares retailer stock worth 2,772,000 purchasing additional 730 shares period ."
34,they buy,rwc asset management llp grew holdings costco wholesale 5.3 first quarter .
35,they buy,"rwc asset management llp owns 40,028 shares retailer stock worth 7,542,000 purchasing additional 2,000 shares period ."
36,they buy,finally victory capital management inc. grew holdings costco wholesale 4.3 first quarter .
37,they buy,"victory capital management inc. owns 150,920 shares retailer stock worth 28,438,000 purchasing additional 6,237 shares period ."
38,they buy,institutional investors 71.44 company stock .
39,they buy,costco wholesale costco wholesale corporation together subsidiaries operates membership warehouses .
40,they buy,offers branded private-label products range merchandise categories .
41,they buy,company provides dry packaged foods groceries snack foods candies alcoholic nonalcoholic beverages cleaning supplies appliances electronics health beauty aids hardware garden patio products meat bakery deli produces apparel small appliances .
42,they sell,"recommended story outstanding shares buying selling stocks google_ad_client ca-pub-0703139142419429 google_ad_slot 1418630638 google_ad_width 336 google_ad_height 280 meisenbach john w director sold 3,000 shares costco wholesale corporation nasdaq cost exchange happened september 4th 2018. stock sold average price 233.14 per share amounting transaction worth 699,420 ."
43,they buy,sale made public document filed sec .
44,they sell,"additionally director meisenbach john w sold 3,000 shares stock transaction took place august 1st 2018. stock sold average price 218.65 per share total exchange amounting 655,950 ."
45,they buy,"transaction director meisenbach john w currently holds 18,000 shares company stock worth approximately 4210560 ."
46,they buy,stock price latest movement away 1-year high 51.79 higher 1-year low price .
47,they buy,past seven days stock price volatility costco wholesale corporation 1.42 whereas volatility past 30 days 1.20 .
48,they buy,public company stock also beta score 0.94. beta value less/more 1 imply stock less/more volatile wider stock market metric traders surely keeping tabs .
49,they buy,costco wholesale corporation nasdaq cost recently published quarterly earnings results thursday 05/31/2018 .
50,they buy,"publicly-traded organization reported revenue 32,361.00 million quarter compared average analyst forecast calling 31,956.00 million surpassing analyst consensus estimate ."
51,they buy,shares costco wholesale corporation cost surged 0.03 amounting gain 0.069999999999993 per share finish regular trading session 233.92 thursday 09/20/2018 .
52,they buy,beginning session 234.6 shares costco wholesale corporation reached high 235 day hitting 1-day low 232.32 .
53,they buy,"trade volume reached 1,787,502 shares stock average daily volume 1.90m shares total float 435.77m ."
54,they buy,consequence price increase costco wholesale corporation current market value 105.12b .
55,they buy,energy transfer partners l.p. nyse etp added 0.00 trading price close recent session jumping previous closing price 22.35 22.35 .
56,they buy,stock decreased value last 7-day period experienced loss past 30-day period .
57,they buy,past three months stock price grew 18.32 added 32.56 price last six months trading .
58,they buy,etp demonstrated yearly price gain 20.03 year-to-date ytd price performance 24.72 .
59,they buy,stock price changed compared 90-day low moved comparing 90-day high price .
60,they buy,quick look short medium long-term indicators .
61,they buy,according composite indicator trendspotter rated etp stock hold .
62,they sell,"short-term energy transfer partners l.p. etp 20-day average volume 4,308,472 shares short-term indicators sets etp stock 20 sell average basis ."
63,they buy,"medium-term etp stock 50-day average volume 6,675,911 shares medium-term indicators gave average rating 75 buy long-term period fb stock 100-day average volume 5,791,078 shares ."
64,they buy,average long-term indicators rated stock 67 buy .
65,they buy,overall picture short medium long-term indicators sets etp stock 32 buy average basis .
