,0,1
0,Market Cap (intraday) 5,16.33B
1,Enterprise Value 3,15.76B
2,Trailing P/E ,39.12
3,Forward P/E 1,24.30
4,PEG Ratio (5 yr expected) 1,2.53
5,Price/Sales (ttm),3.80
6,Price/Book (mrq),5.02
7,Enterprise Value/Revenue 3,3.66
8,Enterprise Value/EBITDA 6,14.88
,0,1
0,Fiscal Year Ends ,"Jan 31, 2018"
1,Most Recent Quarter (mrq),"Apr 30, 2018"
,0,1
0,Profit Margin ,9.75%
1,Operating Margin (ttm),19.73%
,0,1
0,Return on Assets (ttm),10.06%
1,Return on Equity (ttm),13.23%
,0,1
0,Revenue (ttm),4.3B
1,Revenue Per Share (ttm),34.58
2,Quarterly Revenue Growth (yoy),14.90%
3,Gross Profit (ttm),2.6B
4,EBITDA ,1.06B
5,Net Income Avi to Common (ttm),419.5M
6,Diluted EPS (ttm),3.36
7,Quarterly Earnings Growth (yoy),53.20%
,0,1
0,Total Cash (mrq),1.21B
1,Total Cash Per Share (mrq),9.75
2,Total Debt (mrq),979.6M
3,Total Debt/Equity (mrq),29.97
4,Current Ratio (mrq),5.82
5,Book Value Per Share (mrq),26.19
,0,1
0,Operating Cash Flow (ttm),918.3M
1,Levered Free Cash Flow (ttm),565.24M
,0,1
0,Beta ,1.69
1,52-Week Change 3,45.30%
2,S&P500 52-Week Change 3,16.89%
3,52 Week High 3,141.64
4,52 Week Low 3,86.15
5,50-Day Moving Average 3,133.96
6,200-Day Moving Average 3,116.12
,0,1
0,Avg Vol (3 month) 3,1.41M
1,Avg Vol (10 day) 3,1.55M
2,Shares Outstanding 5,124.24M
3,Float ,122.9M
4,% Held by Insiders 1,0.92%
5,% Held by Institutions 1,91.40%
6,"Shares Short (Jul 31, 2018) 4",3.58M
7,"Short Ratio (Jul 31, 2018) 4",3.19
8,"Short % of Float (Jul 31, 2018) 4",2.90%
9,"Short % of Shares Outstanding (Jul 31, 2018) 4",2.91%
10,"Shares Short (prior month Jun 29, 2018) 4",3.55M
,0,1
0,Forward Annual Dividend Rate 4,2.2
1,Forward Annual Dividend Yield 4,1.71%
2,Trailing Annual Dividend Rate 3,2.00
3,Trailing Annual Dividend Yield 3,1.54%
4,5 Year Average Dividend Yield 4,1.86
5,Payout Ratio 4,59.52%
6,Dividend Date 3,"Oct 10, 2018"
7,Ex-Dividend Date 4,"Sep 19, 2018"
8,Last Split Factor (new per old) 2,2/1
9,Last Split Date 3,"Jul 21, 2000"
