,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"40,107,000","37,945,000","34,631,000","35,226,000"
2,Cost of Revenue,"4,409,000","3,884,000","3,707,000","3,659,000"
3,Gross Profit,"35,698,000","34,061,000","30,924,000","31,567,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"21,979,000","21,273,000","19,901,000","20,377,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"26,388,000","25,157,000","23,608,000","24,036,000"
10,Operating Income or Loss,"13,719,000","12,788,000","11,023,000","11,190,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-2,482,000","-2,385,000","-2,175,000","-2,695,000"
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"11,237,000","10,403,000","8,848,000","8,495,000"
16,Income Tax Expense,"2,350,000","4,168,000","2,726,000","2,200,000"
17,Minority Interest,"1,160,000","1,075,000","1,127,000","1,002,000"
18,Net Income From Continuing Ops,"8,887,000","6,235,000","6,122,000","6,295,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,"-4,000","-19,000","1,000","-16,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"8,748,000","6,111,000","5,979,000","6,127,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"8,222,000","5,588,000","5,508,000","5,671,000"
