,0,1,2,3,4
0,Revenue,2/28/2019,2/28/2018,2/28/2017,2/29/2016
1,Total Revenue,"3,362,069","2,920,461","2,411,803","2,052,230"
2,Cost of Revenue,"498,251","431,797","354,378","309,629"
3,Gross Profit,"2,863,818","2,488,664","2,057,425","1,742,601"
4,Operating Expenses,,,,
5,Research Development,"668,542","578,330","480,668","413,322"
6,Selling General and Administrative,"1,649,144","1,432,602","1,240,882","1,037,331"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"2,815,937","2,442,729","2,075,928","1,760,282"
10,Operating Income or Loss,"546,132","477,732","335,875","291,948"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-28,077",259,"-13,865","-17,083"
13,Earnings Before Interest and Taxes,"546,132","477,732","335,875","291,948"
14,Interest Expense,"-19,838","-24,569","-23,822","-23,121"
15,Income Before Tax,"518,055","477,991","322,010","274,865"
16,Income Tax Expense,"84,067","216,140","66,620","75,500"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"433,988","261,851","255,390","199,365"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"433,988","261,851","255,390","199,365"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"433,988","261,851","255,390","199,365"
