,assoc,values
0,they buy,woodtrust financial corp increased stake shares pepsico inc. nasdaq pep 16.0 second quarter according company recent filing sec .
1,they buy,"fund owned 39,538 shares company stock acquiring additional 5,460 shares period ."
2,they buy,pepsico accounts 2.3 woodtrust financial corp holdings making stock 12th largest position .
3,they buy,"woodtrust financial corp holdings pepsico worth 4,305,000 recent filing sec ."
4,they buy,several hedge funds institutional investors also recently modified holdings pep .
5,they buy,"wagner wealth management llc acquired new stake pepsico 4th quarter valued 109,000 ."
6,they buy,"certified advisory corp acquired new stake pepsico 4th quarter valued 134,000 ."
7,they buy,"well done llc acquired new stake pepsico 1st quarter valued 125,000 ."
8,they buy,"pinnacle wealth planning services inc. acquired new stake pepsico 4th quarter valued 140,000 ."
9,they buy,"finally avestar capital llc acquired new stake pepsico 4th quarter valued 154,000 ."
10,they buy,70.39 stock currently owned institutional investors hedge funds .
11,they buy,number equities research analysts recently weighed company .
12,they sell,bidaskclub raised pepsico sell rating hold rating report saturday september 15th .
13,they buy,guggenheim initiated coverage pepsico research note thursday september 13th .
14,they buy,issued neutral rating 117.00 target price company .
15,they buy,zacks investment research raised pepsico hold rating buy rating set 126.00 target price company research note tuesday september 11th .
16,they sell,goldman sachs group reissued sell rating issued 108.00 target price shares pepsico research note monday august 20th .
17,they buy,finally suntrust banks lifted target price pepsico 110.00 gave company hold rating research note tuesday july 24th .
18,they sell,one equities research analyst rated stock sell rating twelve assigned hold rating six assigned buy rating stock .
19,they buy,stock currently consensus rating hold average target price 119.50 .
20,they buy,pep stock traded 0.47 midday trading wednesday hitting 111.50 .
21,they buy,"3,864,100 shares company stock exchanged compared average volume 5,012,653. company current ratio 1.24 quick ratio 1.09 debt-to-equity ratio 3.00. firm market cap 158.79 billion pe ratio 21.53 p/e/g ratio 2.64 beta 0.66. pepsico inc. one year low 95.94 one year high 122.51 ."
22,they buy,pepsico nasdaq pep last posted earnings results tuesday july 10th .
23,they buy,company reported 1.61 earnings per share quarter topping thomson reuters consensus estimate 1.53 0.08 .
24,they buy,firm revenue 16.09 billion quarter compared analyst estimates 16.05 billion .
25,they buy,pepsico return equity 67.06 net margin 7.14 .
26,they buy,company revenue quarter 2.4 year-over-year basis .
27,they sell,period previous year company posted 1.50 earnings per share .
28,they sell,analysts forecast pepsico inc. post 5.69 earnings per share current year .
29,they buy,company also recently declared quarterly dividend paid friday september 28th .
30,they buy,stockholders record friday september 7th issued 0.9275 dividend .
31,they buy,ex-dividend date thursday september 6th .
32,they buy,represents 3.71 dividend annualized basis dividend yield 3.33 .
33,they buy,pepsico dividend payout ratio dpr 70.94 .
34,they buy,"pepsico keyword pepsico nasdaq pep pep consumer staple,71344810 sec filings,13f hedge fund holdings institutional investor holdingsratings:3,16 nasdaq peprefreshed3 receive news ratings pepsico daily enter email address receive concise daily summary latest news analysts ratings pepsico related companies marketbeat.com free daily email newsletter ."
35,they buy,c-tracks etns based performance miller/howard mlp fundamental index mlpc issue quarterly dividend 0.24 pepsico inc. nasdaq pep important stats investors pepsico inc. nasdaq pep shares dropped percent closed day 112.27 .
36,they buy,company outstanding shares 1.42 billion .
37,they buy,relative volume value measured pepsico inc. stands 0.65. total 3.37 million shares exchanged hands average volume 5.18 million .
38,they buy,52-week high low range 122.51 95.94 respectively .
39,they buy,company market cap 159.21 billion .
40,they buy,sma20 stock percent sma50 stands percent sma200 1.44 percent according finviz reported data .
41,they buy,return assets roa value stock 5.8 percent .
42,they buy,return equity roe return investment roi values 40.4 percent 16.4 percent respectively .
43,they buy,stock currently shows ytd year date performance percent whereas weekly performance stands .
44,they buy,monthly yearly performances 0.3 percent 0.38 percent respectively .
45,they buy,profitability analysis greatly helps making investment decision .
46,they buy,net profit margin pepsico inc. nasdaq pep recorded 7.1 percent operating profit margin 16.2 percent gross profit margin stands 54.4 percent .
47,they buy,beta factor calculated 0.69 .
48,they sell,looking analyst recommendations stock 3 analysts issued buy mosys 7 gave outperform 12 analysts gave hold rating 1 issued underperform 1 marked stock sell .
49,they buy,future expectations welch group llc grew stake pepsico inc. nasdaq pep 5.2 2nd quarter according company recent 13f filing securities exchange commission .
50,they buy,"firm owned 217,792 shares company stock purchasing additional 10,695 shares period ."
51,they buy,pepsico makes approximately 3.0 welch group llc holdings making stock 15th largest holding .
52,they buy,"welch group llc holdings pepsico worth 23,711,000 recent sec filing ."
53,they buy,several hedge funds also recently added reduced stakes company .
54,they buy,"wagner wealth management llc bought new stake shares pepsico 4th quarter valued 109,000 ."
55,they buy,"wp advisors llc bought new stake shares pepsico 2nd quarter valued 118,000 ."
56,they buy,"well done llc bought new stake shares pepsico 1st quarter valued 125,000 ."
57,they buy,"certified advisory corp bought new stake shares pepsico 4th quarter valued 134,000 ."
58,they buy,finally atlas capital advisors llc raised position shares pepsico 85.7 2nd quarter .
59,they buy,"atlas capital advisors llc owns 1,300 shares company stock valued 149,000 acquiring additional 600 shares last quarter ."
60,they buy,institutional investors 70.39 company stock .
61,they buy,pep stock traded 0.46 trading hours wednesday reaching 112.43 .
62,they buy,"114,931 shares stock exchanged compared average volume 3,581,909. stock market cap 158.79 billion pe ratio 21.53 price-to-earnings-growth ratio 2.64 beta 0.66. company current ratio 1.24 quick ratio 1.09 debt-to-equity ratio 3.00. pepsico inc. 12 month low 95.94 12 month high 122.51 ."
63,they buy,pepsico nasdaq pep last released earnings results tuesday july 10th .
64,they buy,company reported 1.61 earnings per share eps quarter topping zacks consensus estimate 1.53 0.08 .
65,they buy,pepsico return equity 67.06 net margin 7.14 .
66,they buy,firm revenue 16.09 billion quarter compared analysts expectations 16.05 billion .
67,they buy,quarter prior year company earned 1.50 eps .
68,they buy,company revenue 2.4 year-over-year basis .
69,they sell,analysts forecast pepsico inc. post 5.69 earnings per share current fiscal year .
70,they buy,firm also recently disclosed quarterly dividend paid friday september 28th .
71,they buy,stockholders record friday september 7th paid dividend 0.9275 per share .
72,they buy,ex-dividend date dividend thursday september 6th .
73,they buy,represents 3.71 dividend annualized basis dividend yield 3.30 .
74,they buy,pepsico dividend payout ratio 70.94 .
75,they buy,number analysts recently commented stock .
76,they buy,thestreet upgraded shares pepsico c+ rating b- rating research report friday july 6th .
77,they buy,bidaskclub upgraded shares pepsico hold rating buy rating research report tuesday june 26th .
78,they sell,zacks investment research cut shares pepsico hold rating sell rating research report wednesday june 27th .
79,they sell,valuengine upgraded shares pepsico sell rating hold rating research report tuesday july 10th .
80,they buy,finally citigroup upped price objective shares pepsico 111.00 118.00 gave company neutral rating research report wednesday july 11th .
81,they sell,one investment analyst rated stock sell rating twelve assigned hold rating six issued buy rating stock .
