,assoc,values
0,they buy,municipal employees retirement system michigan bought new stake henry schein inc. nasdaq hsic 4th quarter according company recent form 13f filing securities exchange commission .
1,they buy,"institutional investor bought 4,030 shares company stock valued approximately 316,000 ."
2,they sell,number institutional investors also recently bought sold shares business .
3,they sell,zacks investment research downgraded henry schein hold rating sell rating research report tuesday january 8th .
4,they sell,bidaskclub upgraded henry schein sell rating hold rating research report friday april 26th .
5,they buy,craig hallum reduced target price henry schein 96.00 72.00 set buy rating stock research report tuesday february 19th .
6,they sell,finally valuengine downgraded henry schein sell rating strong sell rating research report sunday february 10th .
7,they sell,five research analysts rated stock sell rating eight given hold rating five given buy rating company stock .
8,they sell,nextgen healthcare inc nxgn stake boosted metropolitan life insurance co. ny bidaskclub upgraded shares henry schein nasdaq hsic sell rating hold rating research note issued investors friday april 26th bidaskclub reports .
9,they sell,zacks investment research cut shares henry schein hold rating sell rating research note tuesday january 8th .
10,they sell,five equities research analysts rated stock sell rating eight given hold rating five issued buy rating company stock .
11,they sell,"news director philip a. laskawy sold 1,084 shares business stock transaction occurred tuesday march 12th ."
12,they sell,"shares sold average price 59.86 total transaction 64,888.24 ."
13,they sell,"also director philip a. laskawy sold 3,591 shares business stock transaction occurred monday march 4th ."
14,they sell,"shares sold average price 59.12 total transaction 212,299.92 ."
15,they buy,"keyword henry schein nasdaq hsic hsic medical,80640710 upgrade bidaskclubratings:3,15 nasdaq hsicrefreshed1 receive news ratings henry schein daily enter email address receive concise daily summary latest news analysts ratings henry schein related companies marketbeat.com free daily email newsletter ."
16,they sell,"walleye trading llc sold 12,000 shares company stock declined 13.57 stock markets rallied ."
17,they buy,stock increased 0.73 0.46 last trading session reaching 63.23 .
18,they sell,"price rowe associates inc sold 465,618 shares company stock declined 5.32 stock markets rallied ."
19,they buy,stock increased 3.84 1.12 last trading session reaching 30.28 .
20,they buy,historical mei news 12/03/2018 methode electronics inc mei.n chief financial officer john hrudicka left company effective today pursue opportunities 29/03/2018 report exploring fundamental drivers behind anavex life sciences methode electronics wesco aircraft monotype imaging tejon 29/05/2018 trivedi global inc. su-mei liu announce research results impact biofield energy treated nutraceutical decreasing autoimmune lnflammatory disorders 03/04/2018 pci ltd pcil.sl liew mei hong appointed cfo 12/03/2018 methode says ronald tsoumas succeed john hrudicka cfo 29/05/2018 trivedi global inc. su-mei liu announce research results impact biofield energy treated nutraceutical decreasing lnflammation autoimmune disorders 29/05/2018 trivedi global inc. su-mei liu announce research results impact biofield energy treated nutraceutical 27/04/2018 bank china ltd 3988.hk approved appointment mei feiqi secretary board 15/03/2018 methode electronics board approves dividend 12/03/2018 methode electronics inc mei.n ronald tsoumas currently methode controller treasurer promoted succeed hrudicka investors sentiment increased 1.03 q4 2018.
21,they sell,improved 36 investors sold hsic shares 164 reduced holdings .
22,they buy,td asset mgmt inc invested 0.02 portfolio henry schein inc. nasdaq hsic .
23,they buy,"scotia cap invested 0.01 9,036 shares ."
24,they buy,washington-based cornerstone advsrs invested 0.01 henry schein inc. nasdaq hsic .
25,they buy,north carolina-based sheets smith wealth mgmt invested 1.67 henry schein inc. nasdaq hsic .
26,they buy,since november 30 2018 1 buy 3 insider sales 8.47 million activity .
27,they sell,"paladino steven sold 1.90m worth stock 21,110 shares ."
28,they buy,"margulies anne h. bought 121,190 worth stock ."
29,they sell,"8,321 henry schein inc. nasdaq hsic shares value 738,655 sold mckinley david ."
30,they buy,"also increased holding infosys ltd put nyse infy 831,800 shares quarter total 910,500 shares risen stake caseys gen stores inc put nasdaq casy ."
31,they buy,"also increased holding analog devices inc nasdaq adi 6,798 shares quarter total 861,210 shares risen stake stewart information svcs cor nyse stc ."
32,they sell,black creek investment management inc sold 1.02m shares company stock declined 13.57 stock markets rallied .
33,they buy,stock increased 0.71 0.44 last trading session reaching 63.22 .
34,they sell,"h partners management llc sold 100,000 shares company stock declined 12.84 stock markets rallied ."
35,they buy,stock increased 1.06 0.58 last trading session reaching 54.81 .
36,they buy,investors sentiment increased 1.03 2018 q4 .
37,they sell,positive 36 investors sold hsic shares 164 reduced holdings .
38,they buy,"massachusetts fincl svcs invested 0.01 295,605 shares ."
39,they buy,"raymond james assocs invested 203,736 shares ."
40,they buy,"ww asset management incorporated invested 0.05 9,599 shares ."
41,they buy,grp incorporated one trading lp invested 0 portfolio henry schein inc. nasdaq hsic .
42,they buy,sweden-based livforsakringsbolaget skandia omsesidigt invested 0.02 henry schein inc. nasdaq hsic .
43,they buy,since november 30 2018 1 insider buy 3 selling transactions 8.47 million activity .
44,they sell,"bergman stanley also sold 5.96m worth henry schein inc. nasdaq hsic thursday december 6. margulies anne h. also bought 121,190 worth henry schein inc. nasdaq hsic monday february 25 ."
45,they sell,1.90 million worth henry schein inc. nasdaq hsic sold paladino steven .
46,they sell,"henry schein news director philip a. laskawy sold 3,591 shares firm stock transaction monday march 4th ."
47,they sell,"shares sold average price 59.12 total value 212,299.92 ."
48,they sell,"also director philip a. laskawy sold 1,084 shares firm stock transaction tuesday march 12th ."
49,they sell,"stock sold average price 59.86 total transaction 64,888.24 ."
50,they sell,number large investors recently bought sold shares hsic .
51,they buy,dimensional fund advisors lp increased holdings henry schein 7.2 third quarter .
52,they sell,"alecta pensionsforsakring omsesidigt sold 555,000 shares company stock declined 13.57 stock markets rallied ."
53,they buy,stock increased 0.30 0.19 last trading session reaching 62.63 .
54,they sell,"hemenway trust company llc sold 9,915 shares company stock declined 2.81 stock markets rallied ."
55,they sell,"3,408 shares sold kondo chris worth 647,520 monday november 19 ."
56,they sell,"mckinley david also sold 738,655 worth henry schein inc. nasdaq hsic shares ."
57,they sell,insider bergman stanley sold 5.96 million .
58,they sell,insider paladino steven sold 1.90 million .
59,they buy,"also increased holding ipg photonics group nasdaq ipgp 140,000 shares quarter total 200,000 shares risen stake amphenol corporation nyse aph ."
60,they buy,bell rock capital llc bought new position henry schein inc. nasdaq hsic 1st quarter according recent filing securities exchange commission .
61,they buy,"firm bought 9,680 shares company stock valued approximately 581,000 ."
62,they sell,institutional investors hedge funds also recently bought sold shares company .
63,they buy,royal london asset management ltd. increased holdings henry schein 81.5 4th quarter .
64,they buy,steinberg global asset management increased holdings henry schein 43.4 4th quarter .
65,they buy,man group plc increased holdings henry schein 6.0 3rd quarter .
66,they buy,finally jlb associates inc. increased holdings henry schein 2.7 4th quarter .
67,they sell,"news director philip a. laskawy sold 1,084 shares stock transaction dated tuesday march 12th ."
68,they sell,"shares sold average price 59.86 total value 64,888.24 ."
69,they sell,"also director philip a. laskawy sold 3,591 shares stock transaction dated monday march 4th ."
70,they sell,"stock sold average price 59.12 total transaction 212,299.92 ."
71,they sell,bidaskclub raised shares henry schein sell rating hold rating report friday april 26th .
72,they sell,zacks investment research raised shares henry schein sell rating hold rating report wednesday april 24th .
73,they buy,set buy rating 72.00 target price stock .
74,they sell,five investment analysts rated stock sell rating eight issued hold rating five issued buy rating company stock .
75,they buy,analysts recent ratings changes persimmon psn pacific global investment management company increased stake henry schein inc hsic 162.76 based latest 2018q4 regulatory filing sec .
76,they buy,"pacific global investment management company bought 5,835 shares company stock declined 13.57 stock markets rallied ."
77,they buy,stock increased 0.21 0.13 last trading session reaching 62.57 .
78,they buy,"also increased holding qiagen nv 34,078 shares quarter total 2.65 million shares risen stake wesco aircraft holdings inc nyse wair ."
79,they buy,notable recent incyte corporation nasdaq incy news published nasdaq.com released nasdaq 100 movers goog nxpi nasdaq april 30 2019 also nasdaq.com article 5 must-buy stocks amid exaggerated economic slowdown nasdaq published april 22 2019 nasdaq.com published zacks analyst blog highlights incyte aduro biotech meiragtx coherus biosciences nasdaq april 25 2019. interesting news incyte corporation nasdaq incy released nasdaq.com article beat store glaxo gsk earnings season nasdaq published april 26 2019 well investorplace.com news article titled 5 biotech stocks long-lived portfolio investorplace.com publication date april 30 2019 .
80,they buy,investors sentiment increased 1.03 2018 q4 .
81,they sell,improved 36 investors sold hsic shares 164 reduced holdings .
82,they buy,moreover fort point cap ptnrs ltd llc 0.1 invested henry schein inc. nasdaq hsic .
83,they buy,"dnb asset invested 0 21,251 shares ."
84,they buy,moreover profund advsr limited liability corp 0.06 invested henry schein inc. nasdaq hsic .
85,they buy,fiera invested 0.05 portfolio henry schein inc. nasdaq hsic .
86,they buy,moreover city hldg 0 invested henry schein inc. nasdaq hsic .
87,they buy,california-based first quadrant limited partnership ca invested 0.03 henry schein inc. nasdaq hsic .
88,they sell,similarly research note sent january 17th 2019 ubs analysts initiated shares stock sell set price target 73 .
89,they buy,average analysts currently moderate buy recommendation mean rating 4.24. comparison average recommendation month ago strong buy average rating 4.47. similarly average rating observed 2 months ago strong buy mean numerical rating 4.50 average rating observed 3 months ago strong buy mean numerical rating 4.50 .
90,they sell,"longview partners guernsey ltd sold 434,601 shares company stock declined 13.57 stock markets rallied ."
91,they buy,historical hsic news 23/04/2018 henry schein sees eps growth remaining consolidated business high-single digit low-double digit range 04/04/2018 henry schein inc hsic.o leerink says co client base loyal believe amzn take significant share medium term 01/05/2018 henry schein president james breslawski assumes new role vice chairman 03/04/2018 henry schein inc joint venture expects realize 20 mln 30 mln annual synergies end year three 12/03/2018 henry schein host dental service organization education forum featuring presentation stanley m. bergman chairma 02/05/2018 brad connett named president u.s. medical group henry schein inc 09/05/2018 henry schein inc hsic.o barclays raises target price 73 71 29/05/2018 stanley bergman addresses western university health sciences dental pharmacy veterinary graduates 04/04/2018 henry schein inc hsic.o leerink raises outperform market perform 08/05/2018 henry schein deutsche bank health care conference tomorrow since november 30 2018 1 insider buy 3 sales 8.47 million activity .
92,they sell,"paladino steven sold 1.90m worth stock 21,110 shares ."
93,they sell,"69,000 shares sold bergman stanley worth 5.96m ."
94,they sell,"mckinley david sold 738,655 worth stock 8,321 shares ."
95,they buy,investors sentiment increased 1.03 q4 2018.
96,they sell,positive 36 investors sold hsic shares 164 reduced holdings .
97,they buy,moreover panagora asset management 0.01 invested henry schein inc. nasdaq hsic .
98,they buy,illinois-based first advisors lp invested 0.09 henry schein inc. nasdaq hsic .
99,they buy,new jersey-based bessemer grp invested 0.01 henry schein inc. nasdaq hsic .
100,they buy,"aurora invest counsel invested 1.09 25,397 shares ."
101,they buy,"swiss bancorporation invested 673,018 shares 0.07 stock ."
102,they buy,"also increased holding diamondback ener nasdaq fang 49,022 shares quarter total 49,101 shares risen stake applied material nasdaq amat ."
103,they sell,notable recent rio tinto group nyse rio news published seekingalpha.com released rio tinto base metals fall two analyst downgrades issued seeking alpha march 08 2019 also forbes.com article record returns shareholders along sharp rise margins highlights rio tinto 2018 forbes published february 28 2019 seekingalpha.com published rio tinto says deal sell stake simandou iron ore project lapsed seeking alpha october 29 2018. interesting news rio tinto group nyse rio released seekingalpha.com article iron ore futures power higher citi says chase rally 100/ton seeking alpha published april 08 2019 well seekingalpha.com news article titled rio tinto bhp restart australia operations cyclones seeking alpha publication date march 26 2019 .
104,they sell,one five ratings scale 1.0 indicates strong buy 2.0 indicates buy 3.0 hold 4.0 sell 5.0 stong sell .
105,they sell,"zuckerman investment group llc sold 5,910 shares company stock declined 13.57 stock markets rallied ."
106,they buy,"also increased holding spartan mtrs inc nasdaq spar 713,012 shares quarter total 1.24 million shares risen stake treehouse foods inc nyse ths ."
107,they buy,investors sentiment increased 1.03 q4 2018.
108,they sell,positive 36 investors sold hsic shares 164 reduced holdings .
109,they buy,bridgewater associates limited partnership invested 0.01 henry schein inc. nasdaq hsic .
110,they buy,"millennium management ltd liability invested 7,318 shares 0 stock ."
111,they buy,panagora asset mngmt invested 0.01 henry schein inc. nasdaq hsic .
112,they buy,select equity group lp invested 0 henry schein inc. nasdaq hsic .
113,they buy,royal london asset ltd invested 0.11 portfolio henry schein inc. nasdaq hsic .
114,they buy,ruggie grp inc inc invested 52 shares 0 stock .
115,they buy,ontario canada-based mackenzie fincl invested 0.83 henry schein inc. nasdaq hsic .
116,they buy,steinberg glob asset management invested 0.44 henry schein inc. nasdaq hsic .
117,they buy,since november 30 2018 1 buy 3 insider sales 8.47 million activity .
118,they sell,"mckinley david sold 8,321 shares worth 738,655 ."
119,they buy,"2,000 shares valued 121,190 bought margulies anne h. monday february 25. another trade 69,000 shares valued 5.96m made bergman stanley thursday december 6 ."
120,they sell,"monday december 24 insider pearce david b. sold 43,710 ."
121,they sell,"3,394 shares sold netterville jake l worth 416,984 ."
122,they sell,"630,720 worth stock sold hall linda j. friday november 9 ."
123,they sell,"7,520 shares sold north michael paul worth 1.01 million wednesday december 12 ."
124,they buy,ghp investment advisors inc increased stake schein henry inc hsic 55.23 based latest 2018q4 regulatory filing sec .
125,they buy,"ghp investment advisors inc bought 5,465 shares company stock declined 13.57 stock markets rallied ."
126,they buy,stock increased 0.90 0.57 last trading session reaching 64.06 .
127,they sell,"capital research global investors sold 636,316 shares company stock declined 8.11 stock markets rallied ."
128,they buy,stock increased 0.81 0.82 last trading session reaching 101.86 .
129,they buy,investors sentiment increased 1.03 q4 2018.
130,they sell,positive 36 investors sold hsic shares 164 reduced holdings .
131,they buy,"employees retirement system ohio invested 0.04 88,959 shares ."
132,they buy,price rowe associates md invested 0.01 portfolio henry schein inc. nasdaq hsic .
133,they buy,new mexico educational retirement board invested 0.05 henry schein inc. nasdaq hsic .
134,they sell,"mckinley david sold 738,655 worth henry schein inc. nasdaq hsic friday november 30 ."
135,they sell,"69,000 shares sold bergman stanley worth 5.96m thursday december 6. monday february 25 insider margulies anne h. bought 121,190 ."
136,they sell,"hassenfeld alan g sold 92,430 shares worth 8.92m ."
137,they buy,atlanta capital management co llc increased stake schein henry inc hsic 113.86 based latest 2018q4 regulatory filing sec .
138,they buy,atlanta capital management co llc bought 3.33m shares company stock declined 13.57 stock markets rallied .
139,they sell,"southport management llc sold 7,500 shares company stock declined 4.61 stock markets rallied ."
140,they buy,investors sentiment increased 1.03 q4 2018.
141,they sell,positive 36 investors sold hsic shares 164 reduced holdings .
142,they buy,moody natl bank trust division invested 0 henry schein inc. nasdaq hsic .
143,they buy,"charles schwab inv mngmt invested 0.04 660,427 shares ."
144,they buy,"north star asset invested 0.12 16,380 shares ."
145,they sell,insider bergman stanley sold 5.96 million .
146,they sell,"8,321 shares sold mckinley david worth 738,655 friday november 30. margulies anne h. bought 2,000 shares worth 121,190 monday february 25 ."
147,they sell,dropped 94 investors sold oxy shares 366 reduced holdings .
148,they buy,moreover art limited liability co 0.18 invested occidental petroleum corporation nyse oxy .
149,they buy,"richard bernstein advisors limited liability co invested 0.18 79,999 shares ."
150,they buy,retirement alabama 0.15 invested occidental petroleum corporation nyse oxy .
151,they buy,schroder management gru invested 0.28 occidental petroleum corporation nyse oxy .
152,they buy,"478,900 reported state new jersey common pension fund d. naples glob advisors llc invested 0.3 occidental petroleum corporation nyse oxy ."
153,they buy,"oppenheimer 0.16 invested occidental petroleum corporation nyse oxy 81,999 shares ."
154,they sell,bidaskclub upgraded henry schein sell rating hold rating report friday .
155,they sell,zacks investment research lowered henry schein hold rating sell rating report tuesday january 8th .
156,they sell,five equities research analysts rated stock sell rating eight issued hold rating five issued buy rating company .
157,they sell,"news director philip a. laskawy sold 1,084 shares firm stock transaction occurred tuesday march 12th ."
158,they sell,"shares sold average price 59.86 total transaction 64,888.24 ."
159,they sell,medtronic plc mdt shares sold roof advisory group inc .
160,they sell,"alecta pensionsforsakring omsesidigt sold 555,000 shares company stock declined 13.57 stock markets rallied ."
161,they buy,historical hsic news 23/04/2018 henry schein sees deal closing end 201 23/04/2018 henry schein sees eps growth remaining consolidated business high-single digit low-double digit range 15/03/2018 henry schein sponsors 12th annual senior dental leaders programme king college london 19/04/2018 dj henry schein inc inst holders 1q 2018 hsic 11/04/2018 klein law firm reminds investors class action filed behalf henry schein inc. shareholders lead plaintiff deadline may 7 2018 hsic 12/03/2018 kessler topaz meltzer check llp announces shareholder class action lawsuit filed henry schein inc 03/04/2018 hagens berman alerts investors henry schein inc. may 7 2018 lead plaintiff deadline securities class action 03/04/2018 henry schein inc joint venture named henry schein one 16/04/2018 henry schein inc. awards third annual henry schein cares gold medal night ministry 23/04/2018 henry schein holders 63 new co investors sentiment increased 1.55 q4 2018.
162,they sell,increased 93 investors sold amzn shares 536 reduced holdings .
163,they buy,e g ltd partnership invested 0.54 amazon.com inc. nasdaq amzn .
164,they buy,"rampart investment mngmt co lc invested 1.68 4,036 shares ."
165,they buy,bridgecreek investment management limited company invested 5.13 amazon.com inc. nasdaq amzn .
166,they sell,"2,030 shares sold olsavsky brian worth 3.21 million thursday november 15. wilke jeffrey also sold 1.85m worth amazon.com inc. nasdaq amzn tuesday november 20. shares 3.22 million sold blackburn jeffrey m. another trade 181 shares valued 285,960 made huttenlocher daniel p thursday november 15. reynolds shelley sold 687,447 worth amazon.com inc. nasdaq amzn thursday november 15. another trade 1,929 shares valued 3.02m made zapolsky david thursday november 15 ."
167,they buy,since november 30 2018 1 insider buy 3 sales 8.47 million activity .
168,they sell,"1.90m worth stock sold paladino steven monday december 3. bergman stanley sold 5.96m worth stock 69,000 shares ."
169,they buy,"121,190 worth henry schein inc. nasdaq hsic bought margulies anne h.. notable recent henry schein inc. nasdaq hsic news published nasdaq.com released henry schein stock dropped 27 today really nasdaq february 08 2019 also nasdaq.com article invest henry schein hsic stock nasdaq published october 05 2018 fool.com published stock market power rankings dreaming amazon christmas motley fool december 30 2018. interesting news henry schein inc. nasdaq hsic released nasdaq.com article pre-market earnings report february 20 2019 cvs adi etr grmn trgp hfc ni hsic bhc lamr oc nasdaq published february 19 2019 well streetinsider.com news article titled henry schein hsic approves 400m buyback plan streetinsider.com publication date december 13 2018 ."
170,they buy,"also increased holding acuity brands inc nyse ayi 200,000 shares quarter total 400,000 shares risen stake alibaba group holding nyse baba ."
171,they buy,investors sentiment increased 1.03 q4 2018.
172,they sell,improved 36 investors sold hsic shares 164 reduced holdings .
173,they buy,guggenheim cap ltd liability corp invested 0.04 henry schein inc. nasdaq hsic .
174,they buy,ontario canada-based national bank trust montreal invested 0.04 henry schein inc. nasdaq hsic .
175,they buy,"washington cap mgmt invested 6,750 shares ."
176,they buy,legal general gp public ltd co invested 0.06 portfolio henry schein inc. nasdaq hsic .
177,they buy,avenir corp increased stake schein henry inc hsic 18.69 based latest 2018q4 regulatory filing sec .
178,they buy,"avenir corp bought 52,174 shares company stock declined 13.57 stock markets rallied ."
179,they sell,"green valley investors llc sold 325,589 shares company stock rose 20.79 market ."
180,they buy,stock increased 0.40 0.38 last trading session reaching 94.6 .
181,they buy,"margulies anne h. bought 121,190 worth henry schein inc. nasdaq hsic monday february 25 ."
182,they sell,"69,000 henry schein inc. nasdaq hsic shares value 5.96 million sold bergman stanley m. paladino steven sold 21,110 shares worth 1.90 million ."
183,they buy,investors sentiment increased 1.03 2018 q4 .
184,they sell,improved 36 investors sold hsic shares 164 reduced holdings .
185,they buy,illinois-based group incorporated one trading lp invested 0 henry schein inc. nasdaq hsic .
186,they sell,turned negative 108 investors sold celg shares 463 reduced holdings .
187,they buy,jnba financial advsr owns 0 invested celgene corporation nasdaq celg 330 shares .
188,they buy,missouri-based bkd wealth ltd company invested 0.02 celgene corporation nasdaq celg .
189,they buy,spark invest mgmt lc invested 0.8 celgene corporation nasdaq celg .
190,they buy,sumitomo mitsui trust holdg invested 0.2 portfolio celgene corporation nasdaq celg .
191,they sell,"td asset management inc sold 10,209 shares company stock declined 13.57 stock markets rallied ."
