,assoc,values
0,they sell,group 2 sell rating 3 buy rating 2 outperform rating 16 provided hold rating shares thanks data thomson reuters i/b/e/s .
1,they sell,company p/e ratio currently sits 10.51 p/b ratio 1.03. moment ford motor company shares sold short .
2,they buy,vanguard group inc bought f shares increasing portfolio last quarter .
3,they buy,"blackrock fund advisors meanwhile bought f shares recently filed quarter changing stake 1,768,138,754 worth shares ."
4,they buy,"means newport trust co bought 261,968 shares last quarter controls 186,873,306 shares f stock valuation hitting 1,640,747,627 ."
5,they buy,vein geode capital management llc increased ford motor company shares recent reported quarter .
6,they buy,"firm bought 3,950,938 shares quarter increased stakes 52,343,847 shares valued 459,578,977 ."
7,they buy,rating scale 1 means strong buy 2.0 indicated buy .
8,they sell,4.0 sell signals .
9,they sell,however 5.0 strong sell signal .
10,they buy,roa ratio helps investor know profit company relative total invested assets .
11,they buy,investment would net gain analysts return costs increased .
