,assoc,values
0,they buy,teacher retirement system texas increased stake block h r inc hrb 28.16 based latest 2018q1 regulatory filing sec .
1,they buy,"teacher retirement system texas bought 89,706 shares company stock rose 3.94 stock markets declined ."
2,they buy,"institutional investor held 408,281 shares consumer services company end 2018q1 valued 10.37 million 318,575 end previous reported quarter ."
3,they sell,teacher retirement system texas investing block h r inc number months seems bullish 5.44b market cap company .
4,they buy,stock increased 0.65 0.17 last trading session reaching 26.47 .
5,they buy,2.21m shares traded .
6,they buy,h r block inc. nyse hrb risen 7.18 since august 26 2017 uptrending .
7,they buy,underperformed 5.39 p500 .
8,they buy,historical hrb news 15/05/2018 ahl reduced dnkn serv hrb safm dpz 1q 13f 06/03/2018 h r block 3q loss cont ops 1.16/shr est .
9,they buy,loss/shr 1.19 14/05/2018 h r real estate investment trust part proceeds sale used repay u.s. 205.9 mln mortgage debt portfolio 22/04/2018 dj h r block inc inst holders 1q 2018 hrb 06/03/2018 h r block 3q rev 488.4m 11/05/2018 h r real estate investment trust continues pursue sales u.s. retail remaining u.s. industrial properties 06/03/2018 h r block reiterates financial outlook full year 22/03/2018 h r real estate investment trust h r finance trust announce unwinding h r finance trust stapled unit structure 09/04/2018 servicemaster names former ceo h r block william c. cobb bd directors 22/03/2018 h r real estate investment trust amended reorganization expected implemented aug 2018 baupost group llc decreased stake amerisourcebergen corp abc 8.18 based latest 2018q1 regulatory filing sec .
10,they sell,"baupost group llc sold 117,349 shares company stock declined 15.00 market ."
11,they buy,hedge fund held 1.32m shares pharmaceuticals company end 2018q1 valued 113.56 million 1.43 million end previous reported quarter .
12,they sell,baupost group llc investing amerisourcebergen corp number months seems less bullish one 19.11 billion market cap company .
13,they buy,stock increased 0.06 0.05 last trading session reaching 88.33 .
14,they buy,"626,722 shares traded ."
15,they buy,amerisourcebergen corporation nyse abc declined 6.17 since august 26 2017 downtrending .
16,they buy,underperformed 18.74 p500 .
17,they buy,historical abc news 09/03/2018 moyer foundation receives grant amerisourcebergen foundation launch new community program children living addiction families 20/03/2018 drug distributors amerisourcebergen mckesson cardinal plunge 02/05/2018 amerisourcebergen 2q effective tax rate 21.9 15/03/2018 cigna henney decision based role director amerisourcebergen cigna deal express scripts 10/05/2018 amerisourcebergen declares quarterly dividend 08/03/2018 kentucky sues drug distributor amerisourcebergen opioid epidemic 02/05/2018 amerisourcebergen 2q rev 41b 15/05/2018 u.s. state lawsuits purdue pharma opioid epidemic mount 07/03/2018 fda gottlieb says concentration pharmacy benefit manager distribution pharmacy store businesses may prevent competition 02/04/2018 amerisourcebergen says plans provide update fda upon completion remediation measures facility- sec filing investors sentiment decreased 0.99 q1 2018.
18,they buy,0.23 1.22 2017q4 .
19,they sell,turned negative 31 investors sold hrb shares 130 reduced holdings .
20,they buy,45 funds opened positions 115 raised stakes .
21,they buy,194.23 million shares 3.44 less 201.15 million shares 2017q4 reported .
22,they buy,qs invsts lc reported 0.01 h r block inc. nyse hrb .
23,they buy,wells fargo mn stated 0.01 h r block inc. nyse hrb .
24,they buy,estabrook holds 40 shares .
25,they buy,"14,459 reported pinebridge invs ltd partnership ."
26,they buy,"riverhead cap management limited liability company 46,154 shares 0.05 portfolio ."
27,they buy,"lmr prtn llp holds 0.03 10,330 shares ."
28,they buy,morgan stanley stated 0.01 portfolio h r block inc. nyse hrb .
29,they buy,cornerstone advsrs washington-based fund reported 168 shares .
30,they buy,"rampart mngmt ltd llc holds 0.81 334,922 shares portfolio ."
31,they buy,ubs asset americas stated 1.83 million shares .
32,they buy,evercore wealth mngmt llc invested 0.01 h r block inc. nyse hrb .
33,they buy,schroder inv mngmt grp inc stated 0.15 h r block inc. nyse hrb .
34,they buy,"metropolitan life ins new york holds 28,912 shares 0 portfolio ."
35,they buy,vanguard grp holds 0.03 portfolio h r block inc. nyse hrb 26.56m shares .
36,they buy,"hanseatic mngmt serv invested 2,190 shares 0.05 stock ."
37,they sell,among 12 analysts covering h r block nyse hrb 5 buy rating 1 sell 6 hold .
38,they buy,therefore 42 positive .
39,they buy,h r block 37 analyst reports since august 25 2015 according sratingsintel .
40,they buy,rating initiated goldman sachs tuesday march 27 hold .
41,they buy,credit suisse maintained stock neutral rating wednesday august 30 report .
42,they buy,firm outperform rating oppenheimer given wednesday august 26. piper jaffray maintained shares hrb report thursday september 3 buy rating .
43,they buy,per wednesday march 7 company rating maintained morgan stanley .
44,they buy,bmo capital markets maintained shares hrb report friday october 13 hold rating .
45,they buy,company downgraded monday november 28 btig research .
46,they buy,bmo capital markets maintained h r block inc. nyse hrb rating friday july 28. bmo capital markets hold rating 3100 target .
47,they sell,wednesday june 20 stock rating maintained btig research sell .
48,they buy,bmo capital markets maintained h r block inc. nyse hrb rating tuesday august 29. bmo capital markets hold rating 31.0 target .
49,they buy,"teacher retirement system texas manages 14.86 billion us long portfolio decreased stake lci inds 3,065 shares 5,476 shares valued 570,000 2018q1 according filing ."
50,they buy,"also reduced holding itron inc nasdaq itri 4,331 shares quarter leaving 7,710 shares cut stake first midwest bancorp del nasdaq fmbi ."
51,they buy,important recent h r block inc. nyse hrb news published bizjournals.com released filing reveals cost ceo change h r block extraordinarily high ceo-to-median employee pay ratio august 03 2018 also globenewswire.com published article titled h r block announces quarterly cash dividend globenewswire.com published h r block offers military spouse scholarships income tax course august 13 2018. interesting news h r block inc. nyse hrb released nasdaq.com article report developing opportunities within h r block nutrisystem agco manpowergroup atmos energy hi publication date august 14 2018 .
52,they buy,"since june 22 2018 1 buy 0 sales 23,180 activity ."
53,they buy,recent amerisourcebergen corporation nyse abc news published seekingalpha.com released amerisourcebergen corporation 2018 q3 results earnings call slides august 02 2018. also businesswire.com published news titled robbins arroyo llp investigating officers directors amerisourcebergen corporation abc behalf august 22 2018. seekingalpha.com news article titled hospitals diy approach could disrupt pharmacy space baird publication date july 31 2018 also interesting one .
54,they buy,investors sentiment decreased 0.99 2018 q1 .
55,they buy,0.23 1.22 2017q4 .
56,they sell,turned negative 31 investors sold h r block inc. shares 130 reduced holdings .
57,they buy,45 funds opened positions 115 raised stakes .
58,they buy,194.23 million shares 3.44 less 201.15 million shares 2017q4 reported .
59,they buy,cornerstone holds 0 168 shares .
60,they buy,mackenzie fincl 0 invested h r block inc. nyse hrb .
61,they buy,"alps invested 0.01 32,869 shares ."
62,they buy,"state treasurer state michigan holds 0.01 61,498 shares ."
63,they buy,"meeder asset mngmt reported 31,982 shares stake ."
64,they buy,"sumitomo mitsui asset mngmt company ltd holds 13,137 shares ."
65,they buy,commercial bank invested 0 portfolio h r block inc. nyse hrb .
66,they buy,"norinchukin natl bank holds 0.01 portfolio h r block inc. nyse hrb 19,155 shares ."
67,they buy,clark estates inc ny reported 0.52 stake .
68,they buy,fincl bank new york mellon holds 0.05 portfolio h r block inc. nyse hrb 7.55m shares .
69,they buy,jupiter asset mgmt limited stated 3.08 portfolio h r block inc. nyse hrb .
70,they buy,"glob x management comm ltd holds 293,387 shares 0.15 portfolio ."
71,they buy,"argi investment services llc kentucky-based fund reported 74,477 shares ."
72,they buy,"nj state employees deferred compensation plan reported 18,000 shares stake ."
73,they buy,moreover cwm ltd liability 0 invested h r block inc. nyse hrb 150 shares .
74,they buy,"since june 22 2018 1 buy 0 sales 23,180 activity ."
75,they buy,analysts expect h r block inc. nyse hrb report eps september 4.they anticipate 0.17 eps change 27.42 last quarter eps .
76,they buy,5.43 eps previously h r block inc. analysts see eps growth .
77,they buy,stock increased 0.65 0.17 last trading session reaching 26.47 .
78,they buy,2.21 million shares traded .
79,they buy,h r block inc. nyse hrb risen 7.18 since august 26 2017 uptrending .
80,they buy,underperformed 5.39 p500 .
81,they sell,among 5 analysts covering h r block nyse hrb 1 buy rating 1 sell 3 hold .
82,they buy,therefore 20 positive .
83,they buy,h r block 9 analyst reports since march 5 2018 according sratingsintel .
84,they buy,rating maintained bmo capital markets hold wednesday march 7. company maintained thursday april 26 morgan stanley .
85,they buy,company maintained wednesday june 13 morgan stanley .
