,0,1,2,3,4
0,Revenue,12/30/2018,12/31/2017,1/1/2017,1/3/2016
1,Total Revenue,"81,581,000","76,450,000","71,890,000","70,074,000"
2,Cost of Revenue,"26,986,000","24,939,000","21,789,000","21,455,000"
3,Gross Profit,"54,595,000","51,511,000","50,101,000","48,619,000"
4,Operating Expenses,,,,
5,Research Development,"10,775,000","10,594,000","9,143,000","9,046,000"
6,Selling General and Administrative,"22,413,000","21,295,000","19,793,000","21,203,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"60,174,000","56,828,000","50,725,000","51,704,000"
10,Operating Income or Loss,"21,407,000","19,622,000","21,165,000","18,370,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-3,408,000","-1,949,000","-1,362,000","826,000"
13,Earnings Before Interest and Taxes,"21,407,000","19,622,000","21,165,000","18,370,000"
14,Interest Expense,"-1,005,000","-934,000","-726,000","-552,000"
15,Income Before Tax,"17,999,000","17,673,000","19,803,000","19,196,000"
16,Income Tax Expense,"2,702,000","16,373,000","3,263,000","3,787,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"15,297,000","1,300,000","16,540,000","15,409,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"15,297,000","1,300,000","16,540,000","15,409,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"15,297,000","1,300,000","16,540,000","15,409,000"
