,assoc,values
0,they buy,state alaska department revenue boosted stake danaher co. nyse dhr 1.1 3rd quarter according company recent filing securities exchange commission sec .
1,they buy,"institutional investor owned 95,289 shares conglomerate stock buying additional 1,055 shares quarter ."
2,they buy,"state alaska department revenue holdings danaher worth 10,353,000 end recent quarter ."
3,they buy,google_ad_client ca-pub-0703139142419429 google_ad_slot 5621244306 google_ad_width 336 google_ad_height 280 c number hedge funds also recently made changes positions dhr .
4,they buy,parsons capital management inc. ri boosted stake danaher 1.5 first quarter .
5,they buy,"parsons capital management inc. ri owns 58,011 shares conglomerate stock worth 5,680,000 purchasing additional 840 shares last quarter ."
6,they buy,a.r.t .
7,they buy,advisors llc boosted stake danaher 10.8 first quarter .
8,they buy,a.r.t .
9,they buy,"advisors llc owns 38,900 shares conglomerate stock worth 3,808,000 purchasing additional 3,800 shares last quarter ."
10,they buy,natixis boosted stake danaher 3.1 first quarter .
11,they buy,"natixis owns 352,078 shares conglomerate stock worth 34,472,000 purchasing additional 10,473 shares last quarter ."
12,they buy,ancora advisors llc boosted stake danaher 38.6 first quarter .
13,they buy,"ancora advisors llc owns 8,513 shares conglomerate stock worth 834,000 purchasing additional 2,373 shares last quarter ."
14,they buy,"finally sensato investors llc acquired new position danaher first quarter worth 206,000 ."
15,they buy,76.90 stock currently owned institutional investors hedge funds .
16,they buy,number equities research analysts recently weighed company .
17,they buy,zacks investment research downgraded danaher buy rating hold rating research report tuesday july 24th .
18,they buy,bank america set 113.00 target price danaher gave stock buy rating research report thursday july 19th .
19,they buy,royal bank canada boosted target price danaher 107.00 gave stock positive rating research report thursday july 19th .
20,they buy,noted move valuation call .
21,they buy,morgan stanley boosted target price danaher 113.00 120.00 gave stock overweight rating research report friday july 13th .
22,they buy,finally valuengine downgraded danaher buy rating hold rating research report thursday june 21st .
23,they buy,sixteen analysts rated stock buy rating danaher average rating buy average target price 111.57 .
24,they buy,dhr stock opened 103.84 thursday .
25,they buy,firm market cap 76.04 billion pe ratio 25.77 peg ratio 2.08 beta 1.01. danaher co. twelve month low 83.81 twelve month high 110.13 .
26,they buy,company quick ratio 1.07 current ratio 1.50 debt-to-equity ratio 0.41 .
27,they buy,danaher nyse dhr last released quarterly earnings data thursday july 19th .
28,they buy,conglomerate reported 1.15 eps quarter beating analysts consensus estimates 1.09 0.06 .
29,they buy,business revenue 4.98 billion quarter compared consensus estimate 4.91 billion .
30,they buy,danaher return equity 11.55 net margin 13.84 .
31,they buy,firm revenue 10.4 year-over-year basis .
32,they buy,quarter prior year company posted 0.99 earnings per share .
33,they buy,average equities research analysts predict danaher co. post 4.49 earnings per share current fiscal year .
34,they buy,business also recently disclosed quarterly dividend paid friday october 26th .
35,they buy,investors record friday september 28th issued 0.16 dividend .
36,they buy,ex-dividend date dividend thursday september 27th .
37,they buy,represents 0.64 dividend annualized basis yield 0.62 .
38,they buy,danaher dividend payout ratio presently 15.88 .
39,they sell,"related news cfo daniel l. comas sold 77,407 shares company stock transaction dated thursday july 26th ."
40,they sell,"stock sold average price 103.93 total value 8,044,909.51 ."
41,they buy,"following completion sale chief financial officer owns 135,218 shares company valued 14,053,206.74 ."
42,they buy,transaction disclosed filing securities exchange commission available sec website .
43,they sell,"also insider thomas patrick joyce jr. sold 104,913 shares company stock transaction dated tuesday july 31st ."
44,they sell,"shares sold average price 101.88 total value 10,688,536.44 ."
45,they buy,"following completion sale insider owns 276,438 shares company stock valued approximately 28,163,503.44 ."
46,they buy,disclosure sale found .
47,they sell,"insiders sold 299,961 shares company stock valued 30,619,691 last quarter ."
48,they buy,11.90 stock currently owned corporate insiders .
49,they buy,danaher danaher corporation designs manufactures markets professional medical industrial commercial products services worldwide .
50,they buy,company life sciences segment provides laser scanning compound surgical stereo microscopes .
51,they buy,segment also offers filtration separation purification technologies biopharmaceutical food beverage medical aerospace microelectronics general industrial sectors .
52,they buy,see also trading strategy examples plans want see hedge funds holding dhr visit holdingschannel.com get latest 13f filings insider trades danaher co. nyse dhr .
53,they buy,google_ad_client ca-pub-0703139142419429 google_ad_slot 1418630638 google_ad_width 336 google_ad_height 280 zacks investment research upgraded shares danaher nyse dhr hold rating buy rating research report sent investors wednesday september 19th .
54,they buy,zacks investment research currently 119.00 target price conglomerate stock .
55,they buy,according zacks past three months danaher shares outperformed industry .
56,they buy,company reported better-than-expected results second-quarter 2018. danaher believes sturdier demand innovative products like dxh 520 analyzer continue drive revenues quarters ahead .
57,they buy,hand robust top-line performance effective danaher business system dbs implementation likely bolster profitability .
58,they buy,moreover danaher anticipates acquisition integrated dna technologies divestiture dental business boost competency .
59,they buy,company even remains track roll capital-deployment programs stronger free cash flow generation .
60,they buy,past 60 days zacks consensus estimate stock remained unchanged 2018 moved 2019 .
61,they buy,number equities analysts also weighed company .
62,they buy,morgan stanley increased price target danaher 120.00 122.00 gave company overweight rating research report friday july 20th .
63,they buy,royal bank canada raised target price danaher 107.00 gave company positive rating report thursday july 19th .
64,they buy,noted move valuation call .
65,they buy,bank america set 113.00 target price danaher gave company buy rating report thursday july 19th .
66,they buy,finally valuengine raised danaher hold rating buy rating report thursday july 12th .
67,they buy,one equities research analyst rated stock hold rating fifteen assigned buy rating company .
68,they buy,danaher consensus rating buy average target price 111.57 .
69,they buy,nyse dhr traded 2.11 trading hours wednesday hitting 103.38 .
70,they buy,"company trading volume 2,898,417 shares compared average volume 2,379,066. danaher fifty-two week low 83.81 fifty-two week high 110.13 ."
71,they buy,firm market capitalization 76.04 billion pe ratio 25.65 p/e/g ratio 2.08 beta 1.01. company debt-to-equity ratio 0.41 current ratio 1.50 quick ratio 1.07 .
72,they buy,danaher nyse dhr last announced earnings results thursday july 19th .
73,they buy,conglomerate reported 1.15 earnings per share quarter beating thomson reuters consensus estimate 1.09 0.06 .
74,they buy,danaher return equity 11.55 net margin 13.84 .
75,they buy,business revenue 4.98 billion quarter compared analysts expectations 4.91 billion .
76,they sell,quarter last year business posted 0.99 earnings per share .
77,they buy,company quarterly revenue 10.4 year-over-year basis .
78,they buy,equities research analysts expect danaher post 4.49 earnings per share current fiscal year .
79,they buy,firm also recently disclosed quarterly dividend paid friday october 26th .
80,they buy,shareholders record friday september 28th given 0.16 dividend .
81,they buy,ex-dividend date dividend thursday september 27th .
82,they buy,represents 0.64 annualized dividend yield 0.62 .
83,they buy,danaher payout ratio 15.88 .
84,they sell,"danaher news cfo daniel l. comas sold 77,407 shares danaher stock transaction thursday july 26th ."
85,they sell,"stock sold average price 103.93 total value 8,044,909.51 ."
86,they buy,"following completion transaction chief financial officer owns 135,218 shares company valued approximately 14,053,206.74 ."
87,they buy,sale disclosed filing sec available sec website .
88,they sell,"also svp robert s. lutz sold 14,555 shares business stock transaction tuesday july 24th ."
89,they sell,"stock sold average price 103.93 total value 1,512,701.15 ."
90,they buy,"following sale senior vice president owns 18,044 shares company stock valued approximately 1,875,312.92 ."
91,they buy,disclosure sale found .
92,they sell,"last quarter insiders sold 299,961 shares company stock valued 30,619,691 ."
93,they buy,corporate insiders 11.90 company stock .
94,they sell,several hedge funds recently bought sold shares dhr .
95,they buy,fmr llc raised holdings danaher 10.3 second quarter .
96,they buy,"fmr llc owns 21,011,026 shares conglomerate stock worth 2,073,369,000 acquiring additional 1,963,116 shares last quarter ."
97,they buy,schroder investment management group grew position danaher 170.4 first quarter .
98,they buy,"schroder investment management group owns 2,756,247 shares conglomerate stock worth 269,865,000 buying additional 1,736,876 shares last quarter ."
99,they buy,millennium management llc boosted holdings shares danaher 121.8 1st quarter .
100,they buy,"millennium management llc owns 1,979,882 shares conglomerate stock valued 193,850,000 purchasing additional 1,087,088 shares last quarter ."
101,they buy,amundi pioneer asset management inc. boosted holdings shares danaher 149.2 1st quarter .
102,they buy,"amundi pioneer asset management inc. owns 1,601,225 shares conglomerate stock valued 156,775,000 purchasing additional 958,663 shares last quarter ."
103,they buy,finally renaissance technologies llc boosted holdings shares danaher 77.5 2nd quarter .
104,they buy,"renaissance technologies llc owns 1,718,200 shares conglomerate stock valued 169,552,000 purchasing additional 750,000 shares last quarter ."
105,they buy,76.90 stock owned institutional investors .
106,they buy,danaher danaher corporation designs manufactures markets professional medical industrial commercial products services worldwide .
107,they buy,company life sciences segment provides laser scanning compound surgical stereo microscopes .
108,they buy,segment also offers filtration separation purification technologies biopharmaceutical food beverage medical aerospace microelectronics general industrial sectors .
109,they buy,"featured article p 500 index viewcount type=a id=1086371 get free copy zacks research report danaher dhr information research offerings zacks investment research visit zacks.com keyword danaher nyse dhr dhr multi-sector conglomerate,23585110 upgrade zacks investment researchratings:4,14 nyse dhrrefreshed3 receive news ratings danaher daily enter email address receive concise daily summary latest news analysts ratings danaher related companies marketbeat.com free daily email newsletter ."
110,they buy,"nanostring technologies inc nasdaq nstg director sells 1,372,309.77 stock contrasting yext yext renren renn canton hathaway llc bought new stake danaher co. nyse dhr third quarter according recent filing securities exchange commission ."
111,they buy,"firm bought 8,050 shares conglomerate stock valued approximately 875,000 ."
112,they buy,danaher accounts 0.5 canton hathaway llc investment portfolio making stock 19th largest holding .
113,they buy,hedge funds institutional investors also made changes positions company .
